,actual values,Predicted class,network class
18052,0,0,anormaly
18053,0,0,anormaly
18054,1,1,normal
18055,1,1,normal
18056,1,1,normal
18057,1,1,normal
18058,1,1,normal
18059,1,1,normal
18060,1,1,normal
18061,0,0,anormaly
18062,0,0,anormaly
18063,1,1,normal
18064,1,1,normal
18065,1,1,normal
18066,1,1,normal
18067,0,0,anormaly
18068,1,1,normal
18069,1,1,normal
18070,0,0,anormaly
18071,1,1,normal
18072,1,1,normal
18073,1,1,normal
18074,1,1,normal
18075,1,1,normal
18076,0,0,anormaly
18077,1,1,normal
18078,1,1,normal
18079,1,1,normal
18080,0,0,anormaly
18081,0,1,normal
18082,1,1,normal
18083,0,0,anormaly
18084,1,1,normal
18085,1,1,normal
18086,1,1,normal
18087,1,1,normal
18088,1,1,normal
18089,1,1,normal
18090,0,0,anormaly
18091,1,1,normal
18092,0,0,anormaly
18093,1,1,normal
18094,0,0,anormaly
18095,0,0,anormaly
18096,0,0,anormaly
18097,1,1,normal
18098,0,0,anormaly
18099,1,1,normal
18100,1,1,normal
18101,0,0,anormaly
18102,1,1,normal
18103,1,1,normal
18104,0,0,anormaly
18105,0,0,anormaly
18106,1,1,normal
18107,1,1,normal
18108,1,1,normal
18109,0,0,anormaly
18110,1,1,normal
18111,1,1,normal
18112,1,1,normal
18113,0,0,anormaly
18114,1,0,anormaly
18115,0,0,anormaly
18116,1,1,normal
18117,0,0,anormaly
18118,0,0,anormaly
18119,0,0,anormaly
18120,1,1,normal
18121,0,0,anormaly
18122,1,1,normal
18123,0,0,anormaly
18124,1,1,normal
18125,0,0,anormaly
18126,0,0,anormaly
18127,1,0,anormaly
18128,0,0,anormaly
18129,0,0,anormaly
18130,1,1,normal
18131,0,0,anormaly
18132,0,0,anormaly
18133,1,1,normal
18134,1,1,normal
18135,1,1,normal
18136,0,0,anormaly
18137,1,1,normal
18138,1,1,normal
18139,0,0,anormaly
18140,1,1,normal
18141,1,1,normal
18142,1,1,normal
18143,1,1,normal
18144,0,0,anormaly
18145,1,1,normal
18146,0,0,anormaly
18147,0,1,normal
18148,1,1,normal
18149,0,0,anormaly
18150,0,0,anormaly
18151,1,1,normal
18152,0,0,anormaly
18153,1,1,normal
18154,1,1,normal
18155,1,1,normal
18156,1,1,normal
18157,1,1,normal
18158,0,0,anormaly
18159,0,0,anormaly
18160,0,0,anormaly
18161,1,1,normal
18162,0,0,anormaly
18163,1,1,normal
18164,0,0,anormaly
18165,0,0,anormaly
18166,1,1,normal
18167,0,0,anormaly
18168,0,0,anormaly
18169,1,1,normal
18170,0,0,anormaly
18171,0,0,anormaly
18172,0,0,anormaly
18173,1,1,normal
18174,1,1,normal
18175,1,1,normal
18176,0,0,anormaly
18177,1,1,normal
18178,0,0,anormaly
18179,1,1,normal
18180,1,1,normal
18181,0,0,anormaly
18182,1,1,normal
18183,1,1,normal
18184,1,1,normal
18185,1,1,normal
18186,0,0,anormaly
18187,0,0,anormaly
18188,1,1,normal
18189,0,0,anormaly
18190,1,1,normal
18191,0,0,anormaly
18192,1,1,normal
18193,1,1,normal
18194,0,0,anormaly
18195,0,1,normal
18196,1,1,normal
18197,0,0,anormaly
18198,0,0,anormaly
18199,1,1,normal
18200,0,0,anormaly
18201,0,0,anormaly
18202,1,1,normal
18203,1,0,anormaly
18204,1,1,normal
18205,0,0,anormaly
18206,0,0,anormaly
18207,1,1,normal
18208,0,0,anormaly
18209,0,0,anormaly
18210,1,1,normal
18211,1,1,normal
18212,1,1,normal
18213,1,1,normal
18214,1,1,normal
18215,1,1,normal
18216,0,0,anormaly
18217,0,0,anormaly
18218,0,0,anormaly
18219,1,1,normal
18220,1,1,normal
18221,1,1,normal
18222,1,1,normal
18223,1,1,normal
18224,1,1,normal
18225,1,1,normal
18226,1,1,normal
18227,1,1,normal
18228,1,1,normal
18229,1,1,normal
18230,1,1,normal
18231,1,1,normal
18232,1,1,normal
18233,1,1,normal
18234,1,1,normal
18235,1,1,normal
18236,1,1,normal
18237,1,1,normal
18238,0,0,anormaly
18239,1,1,normal
18240,1,1,normal
18241,1,1,normal
18242,0,0,anormaly
18243,0,0,anormaly
18244,1,1,normal
18245,1,1,normal
18246,1,1,normal
18247,1,1,normal
18248,1,1,normal
18249,1,1,normal
18250,1,0,anormaly
18251,1,1,normal
18252,0,0,anormaly
18253,1,1,normal
18254,0,0,anormaly
18255,1,1,normal
18256,0,0,anormaly
18257,1,1,normal
18258,1,1,normal
18259,0,1,normal
18260,0,0,anormaly
18261,1,1,normal
18262,1,1,normal
18263,1,1,normal
18264,1,1,normal
18265,1,1,normal
18266,0,0,anormaly
18267,1,1,normal
18268,0,0,anormaly
18269,1,1,normal
18270,1,1,normal
18271,1,1,normal
18272,0,0,anormaly
18273,0,0,anormaly
18274,0,0,anormaly
18275,0,1,normal
18276,1,1,normal
18277,0,0,anormaly
18278,1,1,normal
18279,1,1,normal
18280,0,0,anormaly
18281,1,1,normal
18282,1,1,normal
18283,1,1,normal
18284,1,1,normal
18285,0,1,normal
18286,0,0,anormaly
18287,1,1,normal
18288,0,1,normal
18289,0,0,anormaly
18290,0,0,anormaly
18291,1,1,normal
18292,0,0,anormaly
18293,1,1,normal
18294,0,1,normal
18295,1,1,normal
18296,0,0,anormaly
18297,0,0,anormaly
18298,1,1,normal
18299,0,0,anormaly
18300,1,1,normal
18301,0,0,anormaly
18302,1,1,normal
18303,1,0,anormaly
18304,1,1,normal
18305,0,0,anormaly
18306,0,0,anormaly
18307,1,1,normal
18308,0,0,anormaly
18309,1,1,normal
18310,0,0,anormaly
18311,1,1,normal
18312,1,1,normal
18313,1,1,normal
18314,0,0,anormaly
18315,1,1,normal
18316,1,1,normal
18317,1,1,normal
18318,1,1,normal
18319,1,1,normal
18320,1,1,normal
18321,1,1,normal
18322,1,1,normal
18323,1,1,normal
18324,1,1,normal
18325,0,0,anormaly
18326,1,1,normal
18327,0,0,anormaly
18328,0,0,anormaly
18329,1,1,normal
18330,0,0,anormaly
18331,1,1,normal
18332,0,0,anormaly
18333,1,1,normal
18334,1,1,normal
18335,0,0,anormaly
18336,0,0,anormaly
18337,1,1,normal
18338,0,0,anormaly
18339,0,0,anormaly
18340,0,0,anormaly
18341,0,0,anormaly
18342,1,1,normal
18343,0,0,anormaly
18344,1,1,normal
18345,0,1,normal
18346,1,1,normal
18347,1,1,normal
18348,1,1,normal
18349,1,1,normal
18350,1,1,normal
18351,1,1,normal
18352,1,1,normal
18353,0,0,anormaly
18354,1,1,normal
18355,1,1,normal
18356,1,0,anormaly
18357,1,1,normal
18358,1,1,normal
18359,1,1,normal
18360,0,0,anormaly
18361,1,1,normal
18362,0,0,anormaly
18363,1,1,normal
18364,1,1,normal
18365,1,1,normal
18366,1,1,normal
18367,0,0,anormaly
18368,1,1,normal
18369,1,1,normal
18370,0,0,anormaly
18371,0,0,anormaly
18372,0,0,anormaly
18373,1,1,normal
18374,1,0,anormaly
18375,1,1,normal
18376,0,0,anormaly
18377,0,0,anormaly
18378,1,1,normal
18379,0,1,normal
18380,1,1,normal
18381,1,1,normal
18382,0,0,anormaly
18383,1,1,normal
18384,1,1,normal
18385,0,0,anormaly
18386,1,1,normal
18387,1,1,normal
18388,0,1,normal
18389,1,1,normal
18390,1,1,normal
18391,0,0,anormaly
18392,1,1,normal
18393,0,0,anormaly
18394,1,1,normal
18395,0,0,anormaly
18396,1,1,normal
18397,1,1,normal
18398,0,0,anormaly
18399,1,1,normal
18400,1,1,normal
18401,1,1,normal
18402,0,0,anormaly
18403,1,1,normal
18404,0,0,anormaly
18405,1,0,anormaly
18406,0,0,anormaly
18407,1,1,normal
18408,1,1,normal
18409,0,0,anormaly
18410,0,0,anormaly
18411,1,1,normal
18412,0,0,anormaly
18413,0,0,anormaly
18414,1,1,normal
18415,0,0,anormaly
18416,1,1,normal
18417,1,1,normal
18418,0,0,anormaly
18419,1,1,normal
18420,1,1,normal
18421,1,1,normal
18422,0,0,anormaly
18423,1,1,normal
18424,1,1,normal
18425,0,0,anormaly
18426,1,1,normal
18427,1,1,normal
18428,0,0,anormaly
18429,1,1,normal
18430,1,1,normal
18431,0,0,anormaly
18432,0,0,anormaly
18433,0,0,anormaly
18434,0,0,anormaly
18435,1,1,normal
18436,1,1,normal
18437,1,1,normal
18438,0,0,anormaly
18439,1,1,normal
18440,1,0,anormaly
18441,1,1,normal
18442,1,1,normal
18443,1,1,normal
18444,0,0,anormaly
18445,0,0,anormaly
18446,0,0,anormaly
18447,0,0,anormaly
18448,1,1,normal
18449,1,1,normal
18450,1,1,normal
18451,0,0,anormaly
18452,1,1,normal
18453,0,0,anormaly
18454,1,1,normal
18455,0,0,anormaly
18456,0,0,anormaly
18457,1,1,normal
18458,1,1,normal
18459,0,1,normal
18460,0,0,anormaly
18461,1,1,normal
18462,1,1,normal
18463,0,0,anormaly
18464,0,0,anormaly
18465,0,0,anormaly
18466,0,0,anormaly
18467,0,0,anormaly
18468,1,1,normal
18469,0,0,anormaly
18470,1,1,normal
18471,1,1,normal
18472,0,0,anormaly
18473,0,0,anormaly
18474,1,1,normal
18475,1,1,normal
18476,0,1,normal
18477,0,0,anormaly
18478,0,0,anormaly
18479,1,1,normal
18480,1,1,normal
18481,1,1,normal
18482,0,0,anormaly
18483,1,1,normal
18484,1,1,normal
18485,1,1,normal
18486,0,0,anormaly
18487,1,1,normal
18488,1,1,normal
18489,1,1,normal
18490,0,0,anormaly
18491,1,1,normal
18492,1,1,normal
18493,0,0,anormaly
18494,0,1,normal
18495,0,0,anormaly
18496,0,0,anormaly
18497,1,1,normal
18498,0,1,normal
18499,0,0,anormaly
18500,0,0,anormaly
18501,0,0,anormaly
18502,1,1,normal
18503,1,1,normal
18504,0,0,anormaly
18505,0,0,anormaly
18506,1,1,normal
18507,0,0,anormaly
18508,1,1,normal
18509,0,0,anormaly
18510,0,0,anormaly
18511,1,1,normal
18512,0,0,anormaly
18513,0,0,anormaly
18514,1,1,normal
18515,1,1,normal
18516,1,1,normal
18517,0,0,anormaly
18518,0,0,anormaly
18519,0,0,anormaly
18520,0,0,anormaly
18521,0,1,normal
18522,1,0,anormaly
18523,0,0,anormaly
18524,1,1,normal
18525,1,1,normal
18526,0,0,anormaly
18527,0,0,anormaly
18528,1,1,normal
18529,1,1,normal
18530,1,1,normal
18531,0,0,anormaly
18532,1,1,normal
18533,1,1,normal
18534,1,1,normal
18535,1,1,normal
18536,1,1,normal
18537,0,0,anormaly
18538,0,0,anormaly
18539,0,0,anormaly
18540,0,0,anormaly
18541,1,1,normal
18542,1,1,normal
18543,1,1,normal
18544,1,1,normal
18545,0,0,anormaly
18546,1,1,normal
18547,0,0,anormaly
18548,0,0,anormaly
18549,0,0,anormaly
18550,1,1,normal
18551,1,1,normal
18552,1,1,normal
18553,1,1,normal
18554,1,1,normal
18555,1,1,normal
18556,0,0,anormaly
18557,0,0,anormaly
18558,0,0,anormaly
18559,0,0,anormaly
18560,0,0,anormaly
18561,0,0,anormaly
18562,0,0,anormaly
18563,1,1,normal
18564,0,0,anormaly
18565,0,0,anormaly
18566,1,1,normal
18567,1,1,normal
18568,1,1,normal
18569,0,1,normal
18570,1,1,normal
18571,1,1,normal
18572,1,1,normal
18573,1,1,normal
18574,1,1,normal
18575,1,1,normal
18576,0,0,anormaly
18577,0,0,anormaly
18578,1,1,normal
18579,0,0,anormaly
18580,1,1,normal
18581,0,0,anormaly
18582,0,1,normal
18583,1,1,normal
18584,0,0,anormaly
18585,0,0,anormaly
18586,1,1,normal
18587,1,1,normal
18588,1,1,normal
18589,1,1,normal
18590,0,0,anormaly
18591,0,0,anormaly
18592,1,1,normal
18593,0,0,anormaly
18594,1,1,normal
18595,0,0,anormaly
18596,1,1,normal
18597,1,1,normal
18598,0,0,anormaly
18599,0,0,anormaly
18600,1,1,normal
18601,0,0,anormaly
18602,0,0,anormaly
18603,1,1,normal
18604,0,1,normal
18605,1,1,normal
18606,1,1,normal
18607,1,1,normal
18608,0,0,anormaly
18609,1,1,normal
18610,0,0,anormaly
18611,0,0,anormaly
18612,0,0,anormaly
18613,0,0,anormaly
18614,1,1,normal
18615,0,0,anormaly
18616,0,0,anormaly
18617,1,1,normal
18618,0,0,anormaly
18619,0,1,normal
18620,0,0,anormaly
18621,1,1,normal
18622,0,0,anormaly
18623,1,1,normal
18624,0,0,anormaly
18625,0,0,anormaly
18626,1,1,normal
18627,0,0,anormaly
18628,0,0,anormaly
18629,1,1,normal
18630,1,1,normal
18631,1,1,normal
18632,1,1,normal
18633,0,0,anormaly
18634,1,1,normal
18635,0,0,anormaly
18636,0,0,anormaly
18637,1,1,normal
18638,0,0,anormaly
18639,0,0,anormaly
18640,1,1,normal
18641,1,1,normal
18642,1,1,normal
18643,1,1,normal
18644,0,0,anormaly
18645,1,1,normal
18646,0,0,anormaly
18647,1,0,anormaly
18648,0,0,anormaly
18649,0,0,anormaly
18650,1,1,normal
18651,0,1,normal
18652,1,1,normal
18653,0,0,anormaly
18654,0,0,anormaly
18655,1,1,normal
18656,0,1,normal
18657,1,1,normal
18658,1,1,normal
18659,0,0,anormaly
18660,1,0,anormaly
18661,0,0,anormaly
18662,1,1,normal
18663,1,1,normal
18664,1,1,normal
18665,0,0,anormaly
18666,0,0,anormaly
18667,0,0,anormaly
18668,1,1,normal
18669,1,1,normal
18670,1,1,normal
18671,1,1,normal
18672,0,0,anormaly
18673,0,0,anormaly
18674,1,1,normal
18675,0,1,normal
18676,0,0,anormaly
18677,1,1,normal
18678,0,0,anormaly
18679,0,0,anormaly
18680,0,0,anormaly
18681,0,0,anormaly
18682,1,1,normal
18683,0,0,anormaly
18684,1,1,normal
18685,0,0,anormaly
18686,1,1,normal
18687,1,1,normal
18688,1,1,normal
18689,0,0,anormaly
18690,1,1,normal
18691,0,0,anormaly
18692,1,1,normal
18693,1,1,normal
18694,1,1,normal
18695,1,0,anormaly
18696,1,1,normal
18697,1,1,normal
18698,1,1,normal
18699,1,1,normal
18700,1,1,normal
18701,0,0,anormaly
18702,0,0,anormaly
18703,1,1,normal
18704,1,1,normal
18705,1,1,normal
18706,0,0,anormaly
18707,0,0,anormaly
18708,0,0,anormaly
18709,0,0,anormaly
18710,1,1,normal
18711,0,0,anormaly
18712,1,1,normal
18713,0,0,anormaly
18714,1,1,normal
18715,1,1,normal
18716,1,1,normal
18717,0,0,anormaly
18718,0,0,anormaly
18719,1,1,normal
18720,0,0,anormaly
18721,1,1,normal
18722,1,1,normal
18723,0,0,anormaly
18724,1,1,normal
18725,0,0,anormaly
18726,0,0,anormaly
18727,1,1,normal
18728,0,0,anormaly
18729,1,1,normal
18730,0,1,normal
18731,0,0,anormaly
18732,0,0,anormaly
18733,0,0,anormaly
18734,0,1,normal
18735,0,0,anormaly
18736,1,1,normal
18737,0,0,anormaly
18738,0,0,anormaly
18739,1,1,normal
18740,0,0,anormaly
18741,1,1,normal
18742,0,0,anormaly
18743,1,1,normal
18744,1,1,normal
18745,1,1,normal
18746,1,1,normal
18747,1,1,normal
18748,1,1,normal
18749,1,1,normal
18750,1,1,normal
18751,1,1,normal
18752,0,0,anormaly
18753,1,1,normal
18754,0,0,anormaly
18755,0,0,anormaly
18756,0,0,anormaly
18757,0,0,anormaly
18758,0,0,anormaly
18759,1,1,normal
18760,1,1,normal
18761,1,1,normal
18762,0,0,anormaly
18763,1,1,normal
18764,1,1,normal
18765,0,0,anormaly
18766,1,1,normal
18767,1,1,normal
18768,0,0,anormaly
18769,1,1,normal
18770,0,0,anormaly
18771,1,1,normal
18772,1,1,normal
18773,1,1,normal
18774,0,0,anormaly
18775,1,1,normal
18776,0,0,anormaly
18777,0,0,anormaly
18778,0,0,anormaly
18779,1,1,normal
18780,1,1,normal
18781,0,0,anormaly
18782,1,1,normal
18783,1,1,normal
18784,1,1,normal
18785,0,0,anormaly
18786,0,0,anormaly
18787,1,1,normal
18788,1,1,normal
18789,0,0,anormaly
18790,0,0,anormaly
18791,1,1,normal
18792,1,1,normal
18793,0,0,anormaly
18794,0,0,anormaly
18795,1,1,normal
18796,0,0,anormaly
18797,1,1,normal
18798,0,0,anormaly
18799,1,1,normal
18800,0,0,anormaly
18801,0,0,anormaly
18802,1,1,normal
18803,0,0,anormaly
18804,1,1,normal
18805,0,0,anormaly
18806,1,1,normal
18807,1,1,normal
18808,0,0,anormaly
18809,1,0,anormaly
18810,1,1,normal
18811,0,0,anormaly
18812,0,0,anormaly
18813,1,1,normal
18814,0,0,anormaly
18815,1,1,normal
18816,0,0,anormaly
18817,1,1,normal
18818,0,0,anormaly
18819,0,0,anormaly
18820,0,0,anormaly
18821,1,1,normal
18822,1,1,normal
18823,0,0,anormaly
18824,1,1,normal
18825,0,0,anormaly
18826,0,0,anormaly
18827,1,1,normal
18828,0,0,anormaly
18829,0,0,anormaly
18830,0,0,anormaly
18831,0,0,anormaly
18832,1,1,normal
18833,1,1,normal
18834,1,1,normal
18835,0,0,anormaly
18836,1,1,normal
18837,0,0,anormaly
18838,1,1,normal
18839,0,0,anormaly
18840,1,1,normal
18841,1,1,normal
18842,0,1,normal
18843,0,0,anormaly
18844,1,1,normal
18845,1,0,anormaly
18846,1,1,normal
18847,0,0,anormaly
18848,0,0,anormaly
18849,0,1,normal
18850,1,1,normal
18851,0,0,anormaly
18852,1,1,normal
18853,1,1,normal
18854,1,1,normal
18855,0,0,anormaly
18856,1,1,normal
18857,1,1,normal
18858,1,1,normal
18859,1,1,normal
18860,1,1,normal
18861,0,0,anormaly
18862,1,0,anormaly
18863,0,0,anormaly
18864,0,0,anormaly
18865,1,1,normal
18866,0,0,anormaly
18867,0,0,anormaly
18868,1,1,normal
18869,1,1,normal
18870,1,1,normal
18871,1,1,normal
18872,1,1,normal
18873,0,0,anormaly
18874,1,1,normal
18875,1,1,normal
18876,1,1,normal
18877,1,1,normal
18878,1,1,normal
18879,1,1,normal
18880,0,1,normal
18881,0,0,anormaly
18882,1,1,normal
18883,1,1,normal
18884,1,1,normal
18885,0,1,normal
18886,1,1,normal
18887,0,0,anormaly
18888,1,1,normal
18889,1,1,normal
18890,0,0,anormaly
18891,0,0,anormaly
18892,1,1,normal
18893,0,0,anormaly
18894,1,1,normal
18895,0,0,anormaly
18896,1,1,normal
18897,0,0,anormaly
18898,1,1,normal
18899,1,1,normal
18900,0,0,anormaly
18901,0,0,anormaly
18902,1,0,anormaly
18903,1,1,normal
18904,1,1,normal
18905,0,0,anormaly
18906,0,0,anormaly
18907,0,0,anormaly
18908,0,0,anormaly
18909,1,1,normal
18910,0,0,anormaly
18911,1,1,normal
18912,1,1,normal
18913,0,0,anormaly
18914,0,0,anormaly
18915,0,0,anormaly
18916,1,1,normal
18917,0,0,anormaly
18918,1,1,normal
18919,1,1,normal
18920,1,1,normal
18921,0,0,anormaly
18922,0,0,anormaly
18923,0,0,anormaly
18924,1,1,normal
18925,1,1,normal
18926,0,0,anormaly
18927,1,1,normal
18928,0,0,anormaly
18929,1,1,normal
18930,0,0,anormaly
18931,1,1,normal
18932,0,0,anormaly
18933,0,0,anormaly
18934,0,0,anormaly
18935,1,1,normal
18936,1,1,normal
18937,1,1,normal
18938,1,1,normal
18939,1,1,normal
18940,1,1,normal
18941,0,0,anormaly
18942,0,1,normal
18943,1,1,normal
18944,0,0,anormaly
18945,1,1,normal
18946,1,1,normal
18947,1,1,normal
18948,0,0,anormaly
18949,1,1,normal
18950,1,1,normal
18951,1,1,normal
18952,1,1,normal
18953,1,1,normal
18954,0,0,anormaly
18955,0,0,anormaly
18956,1,1,normal
18957,0,0,anormaly
18958,1,0,anormaly
18959,1,1,normal
18960,1,1,normal
18961,1,1,normal
18962,1,1,normal
18963,1,1,normal
18964,1,1,normal
18965,1,1,normal
18966,1,1,normal
18967,1,1,normal
18968,1,1,normal
18969,1,1,normal
18970,0,0,anormaly
18971,1,1,normal
18972,1,1,normal
18973,0,0,anormaly
18974,0,0,anormaly
18975,1,1,normal
18976,0,0,anormaly
18977,1,1,normal
18978,1,1,normal
18979,1,1,normal
18980,0,0,anormaly
18981,0,0,anormaly
18982,0,0,anormaly
18983,0,0,anormaly
18984,1,1,normal
18985,0,1,normal
18986,1,1,normal
18987,0,0,anormaly
18988,1,1,normal
18989,1,1,normal
18990,0,0,anormaly
18991,0,1,normal
18992,0,0,anormaly
18993,1,1,normal
18994,0,1,normal
18995,0,0,anormaly
18996,0,0,anormaly
18997,0,0,anormaly
18998,1,1,normal
18999,0,0,anormaly
19000,0,0,anormaly
19001,0,0,anormaly
19002,0,0,anormaly
19003,0,0,anormaly
19004,1,1,normal
19005,1,1,normal
19006,0,0,anormaly
19007,0,0,anormaly
19008,1,1,normal
19009,1,1,normal
19010,1,1,normal
19011,1,1,normal
19012,1,1,normal
19013,0,0,anormaly
19014,1,1,normal
19015,0,0,anormaly
19016,1,1,normal
19017,1,1,normal
19018,0,0,anormaly
19019,0,0,anormaly
19020,1,1,normal
19021,1,1,normal
19022,1,1,normal
19023,1,1,normal
19024,0,0,anormaly
19025,1,1,normal
19026,0,0,anormaly
19027,1,1,normal
19028,1,1,normal
19029,1,1,normal
19030,0,0,anormaly
19031,1,1,normal
19032,1,1,normal
19033,1,1,normal
19034,0,0,anormaly
19035,0,0,anormaly
19036,1,1,normal
19037,0,0,anormaly
19038,0,0,anormaly
19039,0,0,anormaly
19040,1,1,normal
19041,0,0,anormaly
19042,0,1,normal
19043,1,1,normal
19044,0,1,normal
19045,1,1,normal
19046,1,1,normal
19047,1,1,normal
19048,1,1,normal
19049,0,0,anormaly
19050,1,1,normal
19051,1,1,normal
19052,1,1,normal
19053,1,1,normal
19054,0,0,anormaly
19055,0,1,normal
19056,0,0,anormaly
19057,0,0,anormaly
19058,0,0,anormaly
19059,0,0,anormaly
19060,0,0,anormaly
19061,1,1,normal
19062,0,0,anormaly
19063,0,0,anormaly
19064,0,0,anormaly
19065,1,1,normal
19066,0,0,anormaly
19067,1,1,normal
19068,1,1,normal
19069,1,1,normal
19070,1,1,normal
19071,1,1,normal
19072,0,0,anormaly
19073,0,0,anormaly
19074,1,1,normal
19075,1,1,normal
19076,1,1,normal
19077,0,0,anormaly
19078,1,1,normal
19079,1,1,normal
19080,1,0,anormaly
19081,1,1,normal
19082,0,0,anormaly
19083,1,1,normal
19084,1,1,normal
19085,1,1,normal
19086,1,1,normal
19087,0,0,anormaly
19088,1,1,normal
19089,0,0,anormaly
19090,1,1,normal
19091,1,1,normal
19092,1,1,normal
19093,1,1,normal
19094,1,1,normal
19095,1,1,normal
19096,0,0,anormaly
19097,0,0,anormaly
19098,0,0,anormaly
19099,1,1,normal
19100,1,1,normal
19101,1,1,normal
19102,0,0,anormaly
19103,1,1,normal
19104,1,1,normal
19105,0,1,normal
19106,1,1,normal
19107,0,0,anormaly
19108,0,1,normal
19109,0,0,anormaly
19110,0,0,anormaly
19111,1,1,normal
19112,1,1,normal
19113,1,1,normal
19114,1,1,normal
19115,1,1,normal
19116,0,0,anormaly
19117,1,1,normal
19118,0,0,anormaly
19119,1,1,normal
19120,1,1,normal
19121,0,0,anormaly
19122,1,1,normal
19123,1,1,normal
19124,0,0,anormaly
19125,0,1,normal
19126,0,0,anormaly
19127,0,0,anormaly
19128,0,0,anormaly
19129,0,0,anormaly
19130,1,1,normal
19131,0,0,anormaly
19132,1,1,normal
19133,1,1,normal
19134,1,1,normal
19135,1,1,normal
19136,1,1,normal
19137,0,0,anormaly
19138,1,1,normal
19139,1,1,normal
19140,1,1,normal
19141,1,1,normal
19142,1,1,normal
19143,1,1,normal
19144,1,1,normal
19145,1,1,normal
19146,0,0,anormaly
19147,1,1,normal
19148,1,1,normal
19149,1,1,normal
19150,0,0,anormaly
19151,1,1,normal
19152,0,0,anormaly
19153,1,1,normal
19154,1,1,normal
19155,1,1,normal
19156,0,1,normal
19157,1,1,normal
19158,1,1,normal
19159,1,1,normal
19160,1,1,normal
19161,1,1,normal
19162,0,0,anormaly
19163,0,0,anormaly
19164,0,0,anormaly
19165,1,1,normal
19166,0,0,anormaly
19167,1,1,normal
19168,1,1,normal
19169,0,0,anormaly
19170,1,1,normal
19171,0,0,anormaly
19172,1,1,normal
19173,0,0,anormaly
19174,0,0,anormaly
19175,0,1,normal
19176,0,0,anormaly
19177,1,1,normal
19178,1,1,normal
19179,1,1,normal
19180,0,0,anormaly
19181,1,1,normal
19182,1,1,normal
19183,1,1,normal
19184,0,0,anormaly
19185,0,0,anormaly
19186,1,1,normal
19187,0,1,normal
19188,1,1,normal
19189,1,1,normal
19190,0,0,anormaly
19191,1,1,normal
19192,1,1,normal
19193,1,1,normal
19194,0,0,anormaly
19195,0,0,anormaly
19196,1,1,normal
19197,1,1,normal
19198,0,0,anormaly
19199,1,1,normal
19200,0,0,anormaly
19201,0,0,anormaly
19202,0,0,anormaly
19203,1,1,normal
19204,0,0,anormaly
19205,1,1,normal
19206,0,0,anormaly
19207,0,0,anormaly
19208,0,0,anormaly
19209,0,1,normal
19210,1,1,normal
19211,1,1,normal
19212,0,0,anormaly
19213,1,1,normal
19214,1,1,normal
19215,1,1,normal
19216,0,0,anormaly
19217,0,0,anormaly
19218,1,1,normal
19219,0,0,anormaly
19220,1,1,normal
19221,0,0,anormaly
19222,0,0,anormaly
19223,0,0,anormaly
19224,1,1,normal
19225,1,1,normal
19226,0,0,anormaly
19227,1,1,normal
19228,0,0,anormaly
19229,0,0,anormaly
19230,0,0,anormaly
19231,1,1,normal
19232,1,1,normal
19233,1,1,normal
19234,1,1,normal
19235,0,0,anormaly
19236,1,1,normal
19237,1,1,normal
19238,0,0,anormaly
19239,0,0,anormaly
19240,1,1,normal
19241,1,1,normal
19242,0,0,anormaly
19243,0,0,anormaly
19244,0,0,anormaly
19245,1,1,normal
19246,0,1,normal
19247,1,1,normal
19248,1,1,normal
19249,1,1,normal
19250,1,1,normal
19251,0,0,anormaly
19252,1,1,normal
19253,0,0,anormaly
19254,1,1,normal
19255,1,1,normal
19256,0,0,anormaly
19257,1,1,normal
19258,1,1,normal
19259,0,0,anormaly
19260,1,1,normal
19261,1,1,normal
19262,0,0,anormaly
19263,0,0,anormaly
19264,1,1,normal
19265,1,1,normal
19266,0,0,anormaly
19267,1,1,normal
19268,0,0,anormaly
19269,0,0,anormaly
19270,0,0,anormaly
19271,1,1,normal
19272,0,0,anormaly
19273,1,1,normal
19274,0,0,anormaly
19275,0,0,anormaly
19276,1,1,normal
19277,0,1,normal
19278,0,0,anormaly
19279,0,0,anormaly
19280,0,0,anormaly
19281,0,0,anormaly
19282,0,0,anormaly
19283,0,1,normal
19284,0,0,anormaly
19285,1,1,normal
19286,0,0,anormaly
19287,0,0,anormaly
19288,0,0,anormaly
19289,1,1,normal
19290,1,1,normal
19291,1,1,normal
19292,1,1,normal
19293,1,1,normal
19294,1,1,normal
19295,1,1,normal
19296,0,0,anormaly
19297,1,1,normal
19298,1,1,normal
19299,0,0,anormaly
19300,0,0,anormaly
19301,0,0,anormaly
19302,1,1,normal
19303,1,1,normal
19304,1,1,normal
19305,1,1,normal
19306,1,1,normal
19307,0,0,anormaly
19308,1,1,normal
19309,1,1,normal
19310,1,1,normal
19311,1,1,normal
19312,0,0,anormaly
19313,1,1,normal
19314,1,1,normal
19315,0,0,anormaly
19316,0,1,normal
19317,1,1,normal
19318,1,1,normal
19319,1,1,normal
19320,1,1,normal
19321,1,1,normal
19322,1,1,normal
19323,0,0,anormaly
19324,0,0,anormaly
19325,1,1,normal
19326,1,1,normal
19327,0,0,anormaly
19328,1,1,normal
19329,0,0,anormaly
19330,1,1,normal
19331,0,0,anormaly
19332,1,1,normal
19333,1,1,normal
19334,1,1,normal
19335,0,0,anormaly
19336,0,0,anormaly
19337,1,1,normal
19338,0,0,anormaly
19339,1,1,normal
19340,1,1,normal
19341,0,0,anormaly
19342,0,0,anormaly
